Name,Price,Seller Name,Seller Location,Seller Phone,Item,Brand,Condition,Laptop Type,Processor Type,Processor Speed,Screen Size,RAM,Hard Disk,Disk Type,Graphics Card,Networking,Webcam,Card Reader,Battery,Keyboard,Software,Dimensions (W x D x H),Product Weight (Kg),Series,Chipset,Audio/Speaker,Optical Drive,Model,Extra Slot,Ports,Other Features
HP EliteBook 830 G8 Core i7 11th Gen Laptop,"৳ 53,800",YOU TECH BD,Mirpur,01786022422,Used Laptop,HP,Used,Standard,Intel Core i7-1185G7 11th Generation,"2.4 GHz Base frequency, up to 4.2 GHz with Intel Turbo Boost Technology 8 MB cache, 4 cores","13.3 inch Diagonal FHD bent, Anti-Glare UMA eDP, 250 nits, 45% NTSC",16GB DDR4 3200MHz,512GB NVMe,SSD,Intel Iris Xe 8GB,"Wi-Fi 6 AX201 2 x 2 and Bluetooth 5 combo, vPro",720p,,"HP Long Life 3-cell, 56 Wh Li-ion",Spill-resistant and backlight function,Windows,30.76 x 20.45 x 1.78 cm,1.26 Kg,HP EliteBook,,Integrated stereo speaker,,,,,
HP EliteBook 845 G8 Ryzen 5 Pro 5650U 256GB SSD,"৳ 41,800",Mr. Tech,ElephantRoad,01911570045,Used Laptop,HP,Used,Standard,AMD Ryzen 5 PRO 5650U,"UpTo 4.2GHz, 16MB Cache","14"" FHD",16GB DDR4 3200MHz,256GB NVMe,SSD,AMD Radeon 8GB,"Intel Wi-Fi 6 AX200 (2 x 2) and Bluetooth 5 combo, non-vPro",720p HD and IR camera,,3 Cell 53 WHr Long Life Battery,Spill-Resistant and Optional Backlight,,12.73 x 8.44 x 0.70 inch,1.37 Kg,HP EliteBook,Integrated with processor,"Audio by Bang and Olufsen, Integrated Stereo Speaker",,,,,
HP EliteBook X360 1040 G6 Core i7 8th Gen Touch Laptop,"৳ 49,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Intel Core i7-8565U 8th Gen,"Up 4.70 GHz with Intel Turbo Boost Technology, 8MB Cache",14.0 inch Diagonal 4K HDR 400 IPS eDP with PSR BrightView WLED-Backlit Touchscreen Direct Bonded with Corning Gorilla Glass 5 Protection,16GB DDR4,512GB NVMe,HDD,Intel Ultra HD- 8GB,"Intel AX200 (2 x 2) with Bluetooth 5 Wi-Fi 6 and Bluetooth 5 Combo, vPro",1080p FHD camera,,"HP Long Life 4-cell, 56.2 Wh Li-ion polymer","HP Premium Collaboration Keyboard, Spill-Resistant and Backlight Enabled",Windows,12.65 x 8.46 x 0.67 inch,Starting at 1.35 Kg,HP EliteBook,Integrated with Processor,Premium stereo speakers,,,External Nano SIM slot for WWAN,,
HP Elitebook 840 G7 Core i5 10th Gen Laptop,"৳ 40,000",Message Technology,ElephantRoad,01790003009,Used Laptop,HP,Used,Ultrabook,Intel Core i5-1065G7 10th Generation,"Up to 4.20 GHz, 6M Cache","14.1"" Diagonal FHD, Anti-Glare, WLED-Backlit, eDP, 250 nits, 45% NTSC Display",16GB DDR4 2667 MHz (up to 32 GB support),256GB NVme,SSD,Intel UHD Graphics,"Intel Wi-Fi 6 AX201 2 x 2 and Bluetooth 5 combo, vPro",720p HD camera,,"3-Cell Li-Ion, 53Wh",,Windows,,1.33 Kg,HP EliteBook,,"Bang & Olufsen, dual stereo speakers, 3 multi array microphone",,✅ 840 G7,,,
HP EliteBook 745 G6 Ryzen 5 3500U 16GB RAM Laptop,"৳ 30,500",Message Technology,ElephantRoad,01790003009,Used Laptop,HP,Used,Standard,AMD Ryzen 5 3500U,"2.1 GHz base frequency, up to 3.7 GHz, 4 MB L3 cache and 4 cores","14 inch diagonal FHD IPS eDP anti-glare WLED-backlit slim, 250 nits, 45% NTSC",16GB DDR4,256GB PCIe NVMe Value,SSD,2GB dedicated graphics,"Intel AX200 Wi-Fi 6 (2 x 2) and Bluetooth 5 Combo, non-vPro",720p HD camera,Multi Card Reader,HP 3-cell Long Life (50 WHr) Li-ion,Backlight,Windows,32.61 x 23.42 x 1.78 cm,1.50 kg,HP EliteBook,Integrated with processor,,N/A,,,,
Lenovo IdeaPad 80XL Core i5 7th Gen 8GB RAM Laptop,"৳ 25,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Lenovo,Used,Standard,Intel Core i5-7200U 7th Generation,3MB Cache and 2.5 GHz Upto 3.1 GHz,"15.6"" Full HD 1920 x 1080 LED Display",8 GB DDR4,128GB M.2 PCLe NVME + 500GB HDD,SSD + HDD,Intel HD Graphics 620,"Integrated 10/100/1000 Mbps Gigabit Ethernet, Wireless IEEE 802.11b/g/n + Bluetooth 4.0",HD Web Camera,Multi-format Card Reader,3 Cells 33 Whrs Polymer,Standard,Windows,‎14.88 x 0.9 x 10.24 inch,2.0 Kg,Others,Intel,"Integrated Sound Card, Integrated Speaker",DVD WR,,,,
HP EliteBook 845 G7 Ryzen 7 Pro 4750U 512GB SSD Touch,"৳ 42,800",Laptop Core Technology,Mirpur,01836583433,Used Laptop,HP,Used,Standard,AMD Ryzen 7 Pro 4750U,"1.7GHz base clock, up to 4.2 GHz max boost clock, 8 MB L3 cache, 8 cores","14 inch Diagonal FHD IPS eDP anti-glare On-Cell WLED-backlit bent Touchscreen, 250nits, 45% NTSC",16GB DDR4 RAM 3200MHz,512 GB PCIe NVMe M.2 TLC,SSD,,Realtek RTL8822BE 802.11ac 2 x 2 and Bluetooth 5 Combo,720p HD camera,,"HP Long Life 3-cell, 53 Wh Li-ion",LED Backlit,Windows,32.33 x 21.46 x 1.90 cm,Touch Starting at 1.47 kg,HP EliteBook,Integrated with processor,Dolby Advanced Audio Speaker,N/A,,,,
Lenovo ThinkPad L380 Core i5 8th Gen Laptop,"৳ 24,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Lenovo,Used,Standard,Intel Core i5-8400 8th Generation,"9M Cache, up to 4.00 GHz","13.3"" FHD IPS Type",8GB DDR4,256GB NVME M.2,SSD,Intel UHD 620 Graphics,"Dual Band AC 8265 2 x 2 Wi-Fi, Bluetooth V4.2, NFC",720p HD,"4-in-1 Micro SD card reader, SD, MMC, SDHC, SDXC",Lithium-Ion,Standard,Windows,"12.7 x 8.8 x 0.7""",1.46 Kg,Lenovo Thinkpad,,,,,,,
HP EliteBook 840 G1 Core i5 4th Gen 128GB SSD Laptop,"৳ 15,600",Laptop Land Bd,ElephantRoad,01897496011,Used Laptop,HP,Used,Standard,Intel Core i5-4300U 4th Gen,2.50 GHz Clock Speed,"14"" Diagonal HD",8GB,128GB,SSD,Intel HD 4000,"Integrated 10/100 BASE-T Ethernet LAN, Bluetooth 802.11b/g/n",HD Webcam,Yes,Battery Backup 2 hour,,Windows,,1.3 Kg,HP EliteBook,Intel,"DTS Sound + Stereo Speakers, Single Integrated Digital",,,,,
HP EliteBook 850 G5 Core i5 8th Gen 16 RAM Touch Laptop,"৳ 38,000",Mr. Tech,ElephantRoad,01911570045,Used Laptop,HP,Used,Standard,Intel Core i5 8th Gen,1.6GHz Up to 3.60GHz &  6MB cache & 4 cores,"15.6 inch diagonal FHD IPS LED-backlit touch screen with Corning Gorilla Glass 3, 220 cd/m2, 45% sRGB",16GB DDR4,512GB NVMe,SSD,Intel HD Graphics 620,Wi-Fi 802.11a/ b/ g/ n/ ac & Bluetooth 4.2,5MP HD,Smart,Up to 8 hours backup,Spill-resistant with drain & Backlit,Default OS,37.08 x 25.17 x 1.83 cm,,HP EliteBook,Intel,Integrated Stereo,,✅ ElitebBook 850 G5,,HDMI / USB / RJ-45,
"HP ProBook 430 G6 Core i5 8th Gen 13.5"" Touch Laptop","৳ 29,999",Laptop Core Technology,Mirpur,01836583433,Used Laptop,HP,Used,Standard,Intel Core i5-8265U 8th Gen,"1.6 GHz Base Frequency, Up to 3.4 GHz with Intel Turbo Boost Technology, 6 MB Cache, 4 Cores",13.3 inch Diagonal FHD UWVA eDP LED-Backlit slim Touchscreen,8GB DDR4 2400MHz,256GB PCIe Gen 3x4 NVMe Value TLC,SSD,Intel UHD Graphics 620 4GB,"Intel Dual Band Wireless-AC 9560 802.11ac 2 x 2 WLAN and Bluetooth 5 Combo, non-vPro",720p HD Camera,"Supports SD, SDHC, and SDXC","HP Long Life 3-cell, 45 Wh Li-ion",Spill-Resistant with Optional Backlit Function,Windows 10,,1.38 Kg,HP Probook,Intel Chipset,Audio by Bang & Olufsen Dual Speaker,No,,,,
HP EliteBook 840 G3 Core i7 6th Gen 8GB RAM 256GB SSD,"৳ 22,500",Rons Tech BD,ElephantRoad,01814948569,Used Laptop,HP,Used,Standard,Intel Core i7 6200U 6th Gen Processor,"2.60GHz Base Frequency, 3.40GHz Max Turbo Frequency,  4MB Intel Smart Cache",14 Inch Diagonal LED-Backlit HD Anti-Glare,8GB DDR4,256GB M.2,SSD,Intel HD Graphics 520,"Gigabit LAN, Wi-Fi, Bluetooth, VGA, HDMI, USB2.0",720p HD Camera,Yes,HP 3-cell Long Life Li-Ion,Backlit,Windows,33.8 x 23.7 x 1.89 cm,1.5Kg,HP EliteBook,Intel H110,B & O Play with 2 Speaker,,,,,
HP EliteBook 830 G6 Core i5 8th Gen 8GB RAM Laptop,"৳ 26,800",Access Electronics,ElephantRoad,01613388994,Used Laptop,HP,Used,Standard,Intel Core i5 8th Gen,"1.6 GHz Base Frequency Up to 3.4 GHz with Intel Turbo Boost Technology, 6 MB Cache, 4 Cores",13.3 inch diagonal FHD IPS eDP Anti-Glare WLED-Backlit Slim,8GB DDR4,256GB,SSD,4GB Share Graphic,"Intel Wi-Fi 6 AX200 802.11a/b/g/n/ac/ax (2x2) and Bluetooth 5 Combo, vPro",720p HD Camera,Yes,"HP Long Life 3-Cell, 50 Wh Li-ion",Light,Windows 10,31.04 x 22.94 x 1.80 cm,1.3 Kg,HP EliteBook,Intel Chipset,,No,,Up to 32 GB DDR4 2400 SDRAM,,
Dell Latitude 5300 Core i5 8th Gen 8GB RAM Laptop,"৳ 26,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Dell,Used,Standard,Intel Core i5-8365U 8th Generation,"6M Cache, up to 4.10 GHz","12.5"" IPS Full HD anti-glare",8GB DDR4,256GB,SSD,Intel UHD Graphics 620,"Wi-Fi, 9560 802.11a/b/g/n/ac, Bluetooth V5.0, non-vPro",HD,Multi Card Reader,"HP Long Life 4-cell, 50 Wh Li-ion",Backlight,Windows,207 x 304 x 17.3 mm,1.33 Kg,Dell Latitude,,Audio by Bang & Olufsen (2) Integrated stereo speakers Integrated 3 Multi-array Microphone,,,,,
Lenovo Thinkpad T460 Core i5 6th Gen Laptop,"৳ 19,500",Rainbow Computer,Mirpur,01914360134,Used Laptop,Lenovo,Used,Standard,Intel Core i5-6300U 6th Gen,2.50Ghz clock speed,"14"" FHD",8GB,256GB,SSD,Intel HD 520,Wireless LAN / Bluetooth V4.2,Yes,SD Card Reader,Up to 3 hours backup,Standard,Standard,,1.7 Kg,Lenovo Thinkpad,Intel,HD Audio / Stereo Speakers,,,330 x 231 x 20 mm,,
Lenovo ThinkPad 11e Yoga 6th Gen 360 Rotated Laptop,"৳ 15,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,Lenovo,Used,Standard,Intel Dual Core 6th generation,"Base Frequency 1.10 GHz, up to 3.40 GHz","13.1"" Inch HD Touchscreen",4GB DDR3 1333MHz,128GB,SSD,Integrated Intel UHD Graphics 615,Intel 9260 802.11AC (2 x 2) & Bluetooth 5.1,720p HD,Yes,4 Cell 46Wh Internal Battery,Standard,Windows,,1.4 Kg,Others,Intel,Dolby Audio,No,,,,
HP EliteBook 850 G3 Core i5 6th Gen Laptop,"৳ 25,500",Trade One,ElephantRoad,01404007312,Used Laptop,HP,Used,Standard,Intel Core i5-6300U 6th Generation,"Base Frequency 2.4 GHz, up to 3 GHz with Intel Turbo Boost Technology, 3 MB cache, 2 cores",15.6 inch FHD SVA slim LED-Backlit,8 GB DDR4 2133MHz,256GB,SSD,Intel HD Graphics 520,LAN / Ethernet RJ-45 / WiFi 802.11ac (1 x 1) Bluetooth,Installed Webcam,,"3-Cell, 46 WHr Li-ion Battery",,,,,HP EliteBook,Intel,,,,,,
Dell Latitude 7400 2-in-1 Core i5 8th Gen Touch Laptop,"৳ 38,500",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Dell,Used,Standard,Intel Core i5-8265U 8th Gen,"4 Core, 6M Cache, up to 3.90 GHz","14"" 16:9 FHD WVA Touch, Anti-reflective and Anti-Smudge, Corning Gorilla Glass 5, Super Low Power, 300 nits, Active Pen Support",8GB LPDDR4,256GB NVME M.2,SSD,Intel UHD 620 Graphics,Qualcomm QCA61x4A 802.11ac Dual Band 2 x 2 Wireless Adapter + BT Bluetooth Bluetooth 5.0,IR Camera with Dell Privacy Shutter Noise-reducing array microphones,SmartCard Reader,4-Cell 52-Whr,Single Pointing US English Keyboard with Backlight,Windows,319.77 x 199.9 x 14.89 mm,1.36 Kg,Dell Latitude,,"Stereo speakers with MaxxAudio Pro, 3.5 mm headphones",,,M.2 NVMe slot,,
HP Probook 450 G4 Core i5 7th Gen Laptop,"৳ 25,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,HP,Used,Standard,Intel Core i5-7200U 7th Generation Processor,"Base Frequency 2.5 GHz, 3.1 GHz Turbo Boost Technology, 3 MB Cache","15.6"" Diagonal HD Anti-Glare LED-Backlit",8GB DDR4 2133MHz,128GB SSD + 1TB HDD,SSD + HDD,Intel HD Graphics 620,Intel Dual Band Wireless-AC 3168 802.11a/b/g/n/ac 1 x 1 Wi-Fi and Bluetooth 4.0 combo,HD Webcam,"SD, SDHC, SDXC supported","HP 3-Cell, Long Life 48 WHr Li-ion",HP Premium,Windows,38.20 x 26.30 x 2.44 cm,2 Kg,HP Probook,Intel Chipset,2 x Stereo Speaker,DVD Witter,,,,
Dell Latitude 5290 2-in-1 Core i5 8th Gen Laptop,"৳ 27,800",Rons Tech BD,ElephantRoad,01814948569,Used Laptop,Dell,Used,Standard,Core i5-8350U 8th Gen,1.7Ghz Up to 1.9Ghz with 6MB Cache,"12.5"" FHD LED Touch Screen Display",8GB DDR3-1866 MHz,256GB M.2,SSD,Intel UHD 620,W-Fi & Bluetooth,2MP HD Camera,SD Card Reader,3 Cell 2 Hours,,Windows,,1.2Kg,Dell Latitude,Intel Chipset,"Stereo Speakers, Microphone",,,,,
HP ZBook Firefly 14 G8 Core i7 11th Gen 14-inch Touch,"৳ 62,000",Baraka IT,ElephantRoad,01933301456,Used Laptop,HP,Used,Standard,Intel Core i7 11th Generation,3.5GHz base frequency & up to 5.10GHz maximum speed,14-inch Diagonal FHD IPS eDP Touchscreen 45% NTSC at 250 nits,16GB DDR4 3200MHz Non-ECC SDRAM,512GB PCIe Gen 3 x4 NVMe M.2 2280 TLC,SSD,Intel UHD Graphics,Intel Wi-Fi 6 AX201 2 x 2 and Bluetooth 5 combo,720p HD webcam,1 x smart card reader,"HP Long Life 3-cell, 53 Wh Li-ion Supports fast charging","Spill resistant and full-size DuraKeys Clickpad with image sensor and glass surface, multitouch gestures and taps enabled Optional backlit keyboard",Windows,32.36 x 21.46 x 1.80 cm,Starting at 1.34 Kg,HP ZBook,Integrated with processor,Audio by Bang & Olufsen HP World Facing Microphone multi-array digital microphone HD audio,,,,,
HP EliteBook 840 G6 Core i7 8th Gen Laptop,"৳ 35,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,HP,Used,Standard,Intel Core i7 8th Generation,1.8GHz Base Frequency / 4.0GHz Turbo Boost Speed 8MB Cache / 4 Cores,14″ Diagonal FHD IPS Anti-Glare Screen,8GB DDR4 2400 MHz,256GB M.2,SSD,Intel UHD Graphics 620,"Wi-Fi, 9560 802.11a/b/g/n/ac, Bluetooth V5.0, non-vPro",HD Cam,,"3-Cell, 50Wh, Li-ion",Backlit keyboardSpill resistant with drain,Windows,32.6 x 23.43 x 17.9 cm,1.48Kg,HP EliteBook,Integrated with processor,"Bang & Olufsen, Dual Stereo Speakers",,,"Yes, Up to 32GB",,
Lenovo ThinkPad  X1 Carbon Core i5 8th Gen 16GB RAM,"৳ 33,490",Laptop Land Bd,ElephantRoad,01897496011,Used Laptop,Lenovo,Used,Standard,Intel Core i5 8th Gen,"1.60 GHz, up to 4.20 GHz with Turbo Boost, 4 Cores, 8 Threads, 6MB Cache",14 inches 1920 x 1080 Pixels IPS Display,16GB DDR4,256GB  NVMe,SSD,Integrated UHD Graphics 620,Intel Wi-Fi 6 AX201 802.11AX 2 x 2 & Bluetooth 5.2,HD 720p with ThinkShutter Privacy Cover,SD Card Reader,4 Cell 51Wh Internal Battery,Backlit - US English,,"12.71 x 8.54 x 0.59""",1.09Kg,Lenovo Thinkpad,,"Dolby Atmos Speaker System, 4 x 360-degree far-field microphones",,,,1 x HDMI 1.4 2 x USB 3.2 Gen1 2 x USB-C 3.2 Gen2 Intel Thunderbolt 3 Network extension for Ethernet Headphone / mic combo,
"Lenovo Thinkpad T480 Core i5 7th Gen 14"" FHD","৳ 23,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Lenovo,Used,Standard,Intel Core i5-7300U 7th Generation,"3M Cache, up to 3.50 GHz","14"" LED FHD",8GB DDR4 2400MHz,256GB,SSD,Intel Ultra HD 620 4GB,"802.11 b/g/n Wireless LAN, Bluetooth V4.0",HD Webcam,"4-in-1 SD card reader (SD, MMC, SDHC, SDXC)",3-Cell Li-ion,LED Backlit,Windows,"13.25 x 9.15 x .078""",1.58 Kg,Lenovo Thinkpad,,"Built-In Audio, Stereo Speaker with Dolby Advanced Audio, 2 x 1.5W Stereo Speakers",,,,,
"HP EliteBook 840 G6 i5 8th Gen 14"" FHD Touch Laptop","৳ 30,490",Next Future It,Uttara,01920677960,Used Laptop,HP,Used,Standard,Intel Core i5-8265U 8th Generation,"1.60GHz Base Frequency up to 3.90GHz, 6M Cache","14"" diagonal FHD IPS eDP Anti-Glare On-Cell WLED-backlit slim Touch",8GB DDR4 2400 MHz,256GB,SSD,Built in 4GB,"Intel Dual Band Wireless-AC 9560 802.11a/b/g/n/ac (2 x 2), Bluetooth 5 Combo",720p HD Camera,Multi Card Reader,"HP Long Life 3-cell, 50 Wh Li-ion","HP Premium Collaboration Keyboard, and spill-resistant with drain",Windows,32.6 x 23.43 x 17.9cm,1.48 Kg,HP EliteBook,Integrated with processor,Dual Stereo Speakers,,,"Yes, Up to 32GB RAM",,
HP EliteBook 850 G7 Core i5 10th Gen 16GB RAM Laptop,"৳ 55,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,HP,Used,Standard,Intel Core i5-10310U 10th Generation,"1.1 GHz, up to 4.9 GHz","15.6"" diagonal",16 GB DDR4 2666 MHz,512 GB NVme M.2,SSD,Intel UHD,"Intel Wi-Fi 6 AX201 (2 x 2) and Bluetooth 5 combo, vPro",720p HD Camera,Yes,"HP Long Life 3-cell, 53 Wh Li-ion",Backlit KeyBoard,Windows,35.97 x 23.37 x 1.93 cm,Starting at 1.71 Kg,HP EliteBook,Chipset integrated with processor,"Audio by Bang & Olufsen, 2 x Integrated stereo speakers",No,,Yes,,
Dell Latitude 3340 Core i5 5th Gen 256GB SSD Laptop,"৳ 12,990",Apple Gadgets & Care,Savar,,Used Laptop,Dell,Used,Standard,Intel Core i5 5th Generation,1.7GHz Clock Speed,14 Inch,8GB DDR3,256GB,SSD,Intel HD Graphics,"Intel Dual Band Wireless-AC 7260, Bluetooth 4.0, 802.11a/b/g/n/ac, Gigabit Ethernet",Integrated Webcam with Microphone,,6-cell Lithium Ion,Standard,Windows,33.09 x 24.32 x 3.4 cm,1.9 Kg,Dell Latitude,,,,,,,"2 x USB 3.0, 1 x HDMI Port"
Dell XPS 9370 Core i7 8th Gen 512GB SSD 4K Display,"৳ 49,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Dell,Used,Standard,Intel Core i7-8550U 8th Gen,"1.80 GHz up to 4.00 GHz, 8M Cache",13.3'' 4K Touch Display,16GB DDR4,512GB NVME,SSD,Intel UHD Graphics 620 series 8GB Built-in (up to 16GB upgradable),"802.11ac 2x2 a, Bluetooth",720p HD Webcam,MicroSD,"4-Cell, 52 WHr, Integrated Battery",Backlit keyboard,,11.6 x 302 x 199 mm,2.67 kg,Others,Intel,1W x 2 = 2W total 4 Digital Array Microphone,,,,,
HP EliteBook x360 1030 G3 Core i5 8th Gen 16GB RAM,"৳ 37,000",JM Computer Fair,ElephantRoad,01320583910,Used Laptop,HP,Used,Standard,Intel Core i5-8350U 8th Generation,"1.6 GHz Base Frequency Up to 3.4 GHz with Intel Turbo Boost Technology, 6 MB Cache, 4 Cores",13.3 inch diagonal FHD IPS eDP with PSR Anti-Glare LED-Backlit Touchscreen,16GB DDR4,512GB Nvme M.2,SSD,Intel UHD Graphics 620,"Intel Dual band Wireless-AC 8265 802.11a/b/g/n/ac, Bluetooth V4.2 Combo",FHD Camera,,"HP Long Life, 4-Cell, 56.2 Wh Li-ion",HP Premium Collaboration,,30.58 x 20.50 x 1.57 cm,1.25 Kg,HP EliteBook,,4 Premium Stereo Speaker,,,,,
Dell Precision 5530 Core i7 8th Gen Gaming Laptop,"৳ 52,000",Laptop Village,ElephantRoad,01972339639,Used Laptop,Dell,Used,Gaming,Intel Core i7-8850H Hexa-Core 8th Generation,"2.60GHz Turbo Boost Up to 2.71GHz, 9MB Cache",15.6 inch FHD Wide View Anti-Glare LED-Backlit,16GB DDR4 2666MHz,512GB,SSD,NVIDIA Quadro P1000 4GB GDDR5,"Gigabit LAN, Wi-Fi, Bluetooth, VGA, HDMI, USB2.0",720p HD Camera,Memory Card Reader,56Whr Lithium Ion polymer battery,Backlit,,"14.05 x 9.26 x 0.44""",1.78Kg,Others,Intel H110,3.5mm,No,,,,
"Lenovo ThinkPad X230 Core i5 3rd Gen 12.5"" Laptop","৳ 12,000",AL- Madina Gadget Shop,Kamalapur,01628222134,Used Laptop,Lenovo,Used,Standard,Intel Core i5 3rd Generation,,12.5 Inch,4GB 1333MHz DDR3,320GB,HDD,Built-In Graphics,"LAN, USB, Wi-Fi",Yes,Yes,,,,,,Lenovo Thinkpad,Intel HM77,Stereo Speakers,,,,,
HP Pavilion 14 Plus Core i5 13th Gen,"৳ 66,000",It Soul International,ElephantRoad,01713537562,Used Laptop,HP,Used,Standard,Intel Core i5-13500H,"Up to 4.7GHz with Intel Turbo Boost Technology, 18MB L3 cache, 12 cores, 16 threads","14-inch diagonal with 2240 x 1400p, IPS, micro-edge, anti-glare, Low Blue Light, 300 nits, 100% sRGB",16GB DDR5-5200MHz,512GB PCIe NVMe TLC M.2,SSD,Intel Iris Xe Graphics,"Wi-Fi: 6E AX211 2 x 2, Bluetooth V5.3",HP True Vision 5MP camera with temporal noise reduction & integrated dual array digital microphones,,,Backlit Keyboard,,31.4 x 22.7 x 1.75 cm,1.4 kg,HP Pavilion,Intel,"Audio by B O; Dual speakers, HP Audio Boost",,,,,
Lenovo ThinkPad P1 Gen 2 Core i7 9th Gen Workstation,"৳ 75,000",Pc Geek BD,ElephantRoad,01763322100,Used Laptop,Lenovo,Used,Standard,Intel Core i7-9850H 9th Gen,"up to 4.60 GHz, 6 Core, 12 Threads 12M Cache,","15.6"" UHD  Display",32GB DDR4 2666MHz SoDIMM,512GB,SSD,NVIDIA Quadro T1000 4GB,"Wi-Fi 6 802.11ax, Bluetooth 5.0",,Smart Card reader,Up to 8 hours of typical device usage,Standard,Windows,H (17.5 mm) W (365 mm) (246 mm),1.69 Kg,Lenovo Thinkpad,,"Dolby Audio Premium, Dual Stereo Speaker",,,,,
HP Pavilion G6-1323TU Intel Core i3 2nd Gen Laptop,"৳ 10,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,HP,Used,Standard,Intel Core i3-2330M 2nd Gen,2.2GHz,"15.6"" HD Led Display",4GB DDR3,500GB SATA,HDD,Intel Hd Graphics 3000m,"Gigabit Lan, Wifi, Bluetooth,",1.3 MP Webcam,Multi-in-1 Card Reader,6-Cell,,Windows,,2.6 Kg,HP Pavilion,Intel HM67 Chipset,Altec Lansing Speaker with 3D effect & full duplex,DVD+/RW,,,,
"Dell Latitude E5520 Core i3 2nd Gen 15.6"" LED Display","৳ 10,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,Dell,Used,Standard,Intel Core i3-2310M 2nd Generation,"Base Frequency 2.1GHz, 3M Cache","15.6"" HD LED Pane Display",4GB DDR3 1333MHz,320GB SATA,HDD,Integrated Intel HD Gpraphice 3000,"WiFi 802.11. a/b/g/n, Bluetooth and Gagabit NIC-RJ45","2.0MP webcam,",Yes,6-Cell,Internal Dual Pointing Backlit,Windows,,2.54 Kg,Dell Latitude,Intel HM65 Express Chipset,High Quality Speakers,8X DVD-RW,,,,
"HP ZBook Firefly 14 G7 Core i5 10th Gen 14"" FHD Display","৳ 45,000",Access Electronics,ElephantRoad,01613388994,Used Laptop,HP,Used,Standard,Intel Core i5 10310U 10th Generation,"6M Cache, up to 4.40 GHz",14-inch FHD IPS display,16 GB DDR4 2667MHz,256 GB PCIe Gen 3 x 4 NVMe M.2,SSD,Intel UHD Graphics,"Intel Wi-Fi 6 AX201 (2 x 2) and Bluetooth 5 combo, vPro",720p HD webcam,1 x smart card reader,"HP Long Life 3-cell, 53 Wh Li-ion",Spill Resistant and Full Size,Windows,12.74 x 8.45 x 0.71 inch,Starting at 1.34Kg,HP ZBook,Integrated with Processor,Dual stereo speakers,,,,,
Fujitsu LifeBook T939 2-In-1 Flip Touch Laptop,"৳ 31,990",Next Future It,Uttara,01920677960,Used Laptop,Fujitsu,Used,Standard,Intel Core i5-8365U 8th Gen,"Base Frequency 1.60 GHz, Max Turbo Frequency 4.10 GHz, 6 MB Cache","14-inch, LED backlight, Ultra HD, Glare, typical 285 cd/m Touch Display",8GB DDR4,256GB Name,SSD,Intel UHD Graphics 620,"Wi-Fi 5 (802.11ac), RJ45 Gigabit Ethernet, Bluetooth V5","Built-in webcams, HD front camera plus 5.0 megapixel rear camera",1 x SD / SDHC / SDXC,"3-Cell, 45 Wh, Lithium-Ion Polymer",Chiclet-Style Keyboard with Backlight,Windows,,1.3 Kg,Others,,,,,,,
HP ProBook 635 Aero G7 Ryzen 5 4550U Laptop,"৳ 35,000",JM Computer Fair,ElephantRoad,01320583910,Used Laptop,HP,Used,Standard,AMD Ryzen 5 4550U,2.3 GHz to 4 GHz / 8 MB Cache,"13.3 inch diagonal, FHD, IPS, anti-glare, 1000 nits, 72% NTSC",16 GB DDR4,256 GB,SSD,8 GB Share Graphic,Realtek 802.11a/b/g/n/ac 2 x 2 Wi-Fi & Bluetooth 5 combo,720p HD camera with ThinkShutter,Yes,"HP Long Life 3-cell, 53 Wh Li-ion","HP Premium Keyboard, Spill-resistant, Backlit keyboard",Windows 10,30.76 cm x 20.45 cm x 1.92 cm,0.99 Kg,HP Probook,,High Quality Speakers,No,,SSD & RAM HDD Upgrade,,
Dell Precision 5530 Core i7 8th Gen 512GB SSD,"৳ 65,000",Access Electronics,ElephantRoad,01613388994,Used Laptop,Dell,Used,Standard,Intel Core i7-8850H Hexa-Core 8th Generation,"9M Cache, up to 4.30 GHz","15.6"" UltraSharp FHD IGZO4, 1920 x 1080p resolution",32GB DDR4 2667MHz,512GB NVME,SSD,NVIDIA Quadro P2000 4GB GDDR5 graphics card,Wi-Fi / LAN / Bluetooth,HD Camera / Still image: 0.92 megapixels / Video: 1280 x 720p at 30 fps,,56Whr Lithium Ion polymer,Backlit,Windows,‎9.3 x 14.1 x 0.7 inches,1.77Kg,Others,,,,,,,
